Rappers,Songs,BPM
Joey Badass,GOOD MORNING AMERIKKKA,97
Joey Badass,Overseas,BOOKMARKED
Joey Badass,Sol Luna,BOOKMARKED
Joey Badass,Joey Bada$$ Freestyle | LA Leakers Freestyle #005,BOOKMARKED
Joey Badass,King to a God,BOOKMARKED
Joey Badass,This Feelin’,BOOKMARKED
Joey Badass,Black Beetles,63
Joey Badass,Lawns,91
Joey Badass,In the Wind,95
Joey Badass,Oh Deer (Beddar Daze),BOOKMARKED
Joey Badass,Christ Conscious,88
Joey Badass,Crucifix,101
Joey Badass,LEGENDARY,82
Joey Badass,Don’t Quit Your Day Job! (Lil B Diss),BOOKMARKED
Kendrick Lamar,Untitled 8 (Blue Faces),BOOKMARKED
Kendrick Lamar,PRIDE.,139
Kendrick Lamar,HUMBLE.,150
Kendrick Lamar,I Am,BOOKMARKED
Kendrick Lamar,LOYALTY.,111
Joey Badass,Daily Routine,81
Kendrick Lamar,Monster Freestyle,BOOKMARKED
Joey Badass,Big Dusty,BOOKMARKED
Kendrick Lamar,The Spiteful Chant,127
Joey Badass,Teach Me,77
Kendrick Lamar,Power Circle,160
Kendrick Lamar,Wesley’s Theory,114
Kendrick Lamar,Alright,64
Kendrick Lamar,The Ways,BOOKMARKED
Kendrick Lamar,You Ain’t Gotta Lie (Momma Said),94
Joey Badass,Still New York,BOOKMARKED
Kendrick Lamar,​m.A.A.d city,BOOKMARKED
Kendrick Lamar,Sidewalks,149
Kendrick Lamar,Look Out For Detox,BOOKMARKED
Joey Badass,Hazeus View,90
Kendrick Lamar,For Sale? (Interlude),79
Kendrick Lamar,Compton,79
Kendrick Lamar,All The Stars,97
Kendrick Lamar,Buy The World,97
Kendrick Lamar,American Dream,77
Kendrick Lamar,Collard Greens,154
Kendrick Lamar,ELEMENT.,190
Kendrick Lamar,​good kid,BOOKMARKED
Kendrick Lamar,New Freezer,140
Kendrick Lamar,Memories Back Then,130
Kendrick Lamar,Real,100
Kendrick Lamar,​untitled 07 | 2014-2016,127
Kendrick Lamar,The Art of Peer Pressure,95
Kendrick Lamar,Bitch Don’t Kill My Vibe,134
Kendrick Lamar,Keisha’s Song (Her Pain),85
Kendrick Lamar,Jealous,138
Kendrick Lamar,Never Catch Me,81
Kendrick Lamar,LOVE.,BOOKMARKED
Kendrick Lamar,Numb Numb Juice,BOOKMARKED
Kendrick Lamar,Fight The Feeling,148
Kendrick Lamar,The Blacker the Berry,176
Kendrick Lamar,King Kunta,107
Kendrick Lamar,FEEL.,110
Kendrick Lamar,It’s On Again,110
Kendrick Lamar,Cut You Off (To Grow Closer),83
Kendrick Lamar,Deep Water,BOOKMARKED
Kendrick Lamar,​i (Single Version),BOOKMARKED
Kendrick Lamar,Opposites Attract (Tomorrow W/O Her),192
Kendrick Lamar,Nosetalgia,162
Kendrick Lamar,Don’t Wanna Know,100
Gucci Mane,​do re mi (Remix),BOOKMARKED
Kendrick Lamar,Backseat Freestyle,154
Kendrick Lamar,Pray For Me,154
Kendrick Lamar,Poe Man’s Dreams (His Vice),BOOKMARKED
Kendrick Lamar,Growing Apart (To Get Closer),107
Gucci Mane,When I Was Water Wippin,141
Gucci Mane,Voilà,154
Gucci Mane,Make tha Trap Say Aye,152
Gucci Mane,First Day Out,150
Gucci Mane,Believe it or Not,BOOKMARKED
Gucci Mane,Stutter,132
Gucci Mane,Trap Queen (Gucci Mane & Quavo Remix),BOOKMARKED
Kendrick Lamar,H.O.C.,77
Gucci Mane,I Heard,133
Gucci Mane,Work in Progress (Intro),154
Gucci Mane,Bling Blaww Burr,118
Gucci Mane,Intro (El Chapo),BOOKMARKED
Gucci Mane,Helpless,170
Gucci Mane,Floyd Mayweather,132
Gucci Mane,Last Time,138
Gucci Mane,Pillz,156
Gucci Mane,Coca Coca,133
Gucci Mane,BiPolar,157
Gucci Mane,Squad Car,139
Gucci Mane,5 Star (Remix),BOOKMARKED
Gucci Mane,Dead Man,136
Gucci Mane,Nothin On Ya,138
Gucci Mane,Plain Jane,130
Gucci Mane,Curve,130
Gucci Mane,Today!!,140
Gucci Mane,Gucci 2 Times,120
Gucci Mane,Sometimes,142
Gucci Mane,Vanity Slaves Part II,BOOKMARKED
Jay Rock,Walk With Me,BOOKMARKED
Jay Rock,Top Dawg Cypha,BOOKMARKED
Jay Rock,Blood Nigga,BOOKMARKED
Jay Rock,Thank The Lord,BOOKMARKED
Gucci Mane,Vibin In This Bih,164
Jay Rock,Vice City (Freestyle),BOOKMARKED
Gucci Mane,Trap Back,135
Jay Rock,Pray for Me,BOOKMARKED
Jay Rock,Tap Out,100
Jay Rock,Nobody Knows,95
Jay Rock,Bout That,84
Jay Rock,ES Tales,81
Jay Rock,Smooth Operator,BOOKMARKED
Jay Rock,Misunderstood,BOOKMARKED
Jay Rock,Mandatory,BOOKMARKED
Jay Rock,J. Dilla (Freestyle),BOOKMARKED
Jay Rock,Hoodie,82
Jay Rock,Gz and Hustlas,BOOKMARKED
Jay Rock,Raised a Fool,88
Jay Rock,BET Hip Hop Awards ’11: The Warm Up Cypher Vol. 1,BOOKMARKED
Jay Rock,Traffic Jam (Easy Bake Remix),BOOKMARKED
Jay Rock,Intro (Follow Me Home),92
Jay Rock,Blood Walk,BOOKMARKED
Jay Rock,Money Trees Deuce,138
Jay Rock,Kocky,79
Jay Rock,Trapped In The Hood,BOOKMARKED
Jay Rock,Cali Niggaz,BOOKMARKED
Jay Rock,Colors,158
Jay Rock,Can’t Do,BOOKMARKED
Jay Rock,I Just Wanna Party,95
Jay Rock,Freestyle (100 Bars),BOOKMARKED
Jay Rock,Get On Your Shit,BOOKMARKED
Jay Rock,Fair Fight,BOOKMARKED
Jay Rock,Money,72
Jay Rock,Juice,BOOKMARKED
Jay Rock,Life’s a Gamble,87
Jay Rock,Preach,BOOKMARKED
Jay Rock,Anti-Social,BOOKMARKED
Jay Rock,Lift Me Up,BOOKMARKED
Jay Rock,The Show,BOOKMARKED
Jay Rock,Cruel Freestyle,BOOKMARKED
Jay Rock,To The Top,BOOKMARKED
Jay Rock,EMJ,BOOKMARKED
Jay Rock,Paper,76
Jay Rock,Rotation 112th (Remix),176
Jay Rock,The Message,79
Jay Rock,Whatz Next,76
Jay Rock,YOLA,BOOKMARKED
Jay Rock,King’s Dead (Album Version),BOOKMARKED
Jay Rock,Death Around the Corner,BOOKMARKED
Jay Rock,Red Rags,78
Jay Rock,In These Streets,BOOKMARKED
Jay Rock,Easy Bake,174
Jay Rock,Troopers,135
Jay Rock,WIN,135
Jay Rock,Back In The Days,BOOKMARKED
Jay Rock,Work Harder,BOOKMARKED
Jay Rock,We Run This,BOOKMARKED
Jay Rock,Rotation 112th,176
Joey Badass,Don’t Front,95
Jay Rock,I’m Thuggin’,BOOKMARKED
Jay Rock,Fuck The Police,BOOKMARKED
Jay Rock,Black Hippy,175
Jay Rock,Elbows,81
Joey Badass,Norwegian Breakfast,BOOKMARKED
Joey Badass,Sup Preme,BOOKMARKED
Joey Badass,My Jeep,180
Joey Badass,Tis the Season,82
Joey Badass,Belly of the Beast,89
Joey Badass,Too Lit,BOOKMARKED
Joey Badass,Piece of Mind,89
Joey Badass,School High,BOOKMARKED
Jay Rock,Black people (feat. kendrick lamar),BOOKMARKED
Joey Badass,What’s The Score,105
Joey Badass,Funky Ho’$,174
Joey Badass,Lose Control,134
Joey Badass,On & On,BOOKMARKED
Joey Badass,Word Is Bond,BOOKMARKED
Joey Badass,Sorry Bonita,BOOKMARKED
Joey Badass,Little Rachel,BOOKMARKED
Joey Badass,Butterflies,BOOKMARKED
Joey Badass,Unorthodox,91
Joey Badass,Purple Tuesday,84
Joey Badass,THE PE CYPHER (PT 1 & 2),BOOKMARKED
Joey Badass,What’s Understood,123
Joey Badass,Get Paid,BOOKMARKED
Joey Badass,147,BOOKMARKED
Joey Badass,No. 99,101
Joey Badass,King’s Dead (Freestyle),BOOKMARKED
Joey Badass,5 Minutes,80
Joey Badass,World in Your Pocket,BOOKMARKED
Joey Badass,World Domination,79
Joey Badass,DEVASTATED,123
Joey Badass,1 2 3 4 (Maschine Freestyle),BOOKMARKED
Joey Badass,Catharsis,BOOKMARKED
Joey Badass,America,90
Joey Badass,Righteous Minds,95
Joey Badass,Rosie at Rubber Tracks,BOOKMARKED
Joey Badass,AMERIKKKAN IDOL,97
Joey Badass,All-AmeriKKKan Badass [Credits],BOOKMARKED
Joey Badass,Hood,136
Joey Badass,Thugz Cry,BOOKMARKED
Joey Badass,UpDate,BOOKMARKED
Joey Badass,RING THE ALARM,93
Joey Badass,Killuminati Pt. 2,BOOKMARKED
Joey Badass,Sit N’ Prey,94
Kendrick Lamar,Solo Dolo Part II,105
Joey Badass,Brooklyn’$ Own,BOOKMARKED
Joey Badass,Escape 120,77
Gucci Mane,Freaky Gurl (Wanna Minaj?),BOOKMARKED
Joey Badass,Live From The Era,BOOKMARKED
Joey Badass,The Mood,111
Gucci Mane,Again,BOOKMARKED
Joey Badass,Pantie Raid Pt. II,BOOKMARKED
Gucci Mane,Down,131
Gucci Mane,Shooter,138
Joey Badass,Too Many Gods,121
Joey Badass,Wendy N Becky,BOOKMARKED
Gucci Mane,Boom (Remix),137
Gucci Mane,Icy,92
Gucci Mane,10AM / Save the World,136
Gucci Mane,I Don’t Love Her,148
Gucci Mane,Pussy Print,126
Gucci Mane,Truth (Not a Jeezy Diss),BOOKMARKED
Gucci Mane,Confused,146
Gucci Mane,Bentley Coupe,BOOKMARKED
Gucci Mane,MC Hammer,95
Gucci Mane,Make Love,130
Gucci Mane,Liife,77
Gucci Mane,Miss My Woe,160
Gucci Mane,Beat It Up,129
Gucci Mane,Slippery,129
Gucci Mane,Icy,92
Gucci Mane,Nonchalant,137
Gucci Mane,Fuck the World,145
Gucci Mane,Off The Leash,126
Gucci Mane,Stunting Ain’t Nuthin,123
Gucci Mane,Selling Heroin,BOOKMARKED
Gucci Mane,Fancy Bitch (Pussy Wet),BOOKMARKED
Gucci Mane,She a Soldier,142
Gucci Mane,Drove U Crazy,125
Gucci Mane,Hurt a Nigga Feelings,135
Gucci Mane,Servin’ Lean,122
Gucci Mane,Wake Up in the Sky,143
Gucci Mane,Dennis Rodman,138
Gucci Mane,Youngest Flexer,135
Gucci Mane,I Just Wanna Party,BOOKMARKED
Gucci Mane,Nobody,129
Gucci Mane,Tho Freestyle,149
Gucci Mane,Blonde Brigitte,BOOKMARKED
Gucci Mane,CC,134
Gucci Mane,Realist in It,110
Gucci Mane,Tone It Down,131
Gucci Mane,GuWop Nigga,BOOKMARKED
Gucci Mane,Bullet Wound,132
Gucci Mane,Met Gala,132
Gucci Mane,Solitaire,138
Gucci Mane,Hell Yes,121
Gucci Mane,I’m A Dog,121
Gucci Mane,Sex In Crazy Places,150
Gucci Mane,Can’t Trust Her,136
Gucci Mane,Rollin,BOOKMARKED
Gucci Mane,Back on Road,150
Gucci Mane,It’s Everyday Bro (Remix),150
Gucci Mane,I Get the Bag,140
Gucci Mane,Hoe,140
Gucci Mane,Gucci Please,148
Isaiah Rashad,I Get It,BOOKMARKED
Gucci Mane,Wasted,154
Gucci Mane,Members Only,136
Gucci Mane,Black Barbies,BOOKMARKED
Gucci Mane,2.7 Zéro 10.17,BOOKMARKED
Gucci Mane,Finesse the Plug Interlude,128
Gucci Mane,Peepin’ Out the Blinds,151
Isaiah Rashad,How I started (Leak),BOOKMARKED
Isaiah Rashad,G35,120
Isaiah Rashad,Runnin’,BOOKMARKED
Isaiah Rashad,Untitled,BOOKMARKED
Isaiah Rashad,Rope // rosegold,92
Isaiah Rashad,Part III,BOOKMARKED
Isaiah Rashad,Fake Trill,87
Isaiah Rashad,Menthol,154
Isaiah Rashad,Black Blood,102
Isaiah Rashad,Silkk Da Shocka,122
Isaiah Rashad,Howistarted,BOOKMARKED
Isaiah Rashad,95,BOOKMARKED
Isaiah Rashad,Brenda,86
Isaiah Rashad,Hereditary,98
Isaiah Rashad,NO WAY,BOOKMARKED
Isaiah Rashad,4r Da Squaw,144
Isaiah Rashad,Smile,132
Isaiah Rashad,Everybody Shut Up,BOOKMARKED
Isaiah Rashad,Like That,BOOKMARKED
Isaiah Rashad,Heroin,BOOKMARKED
Isaiah Rashad,Isaiah Rashad Searches For Peace Of Mind On ‘Cilvia’ (Interview + Freestyle),BOOKMARKED
Isaiah Rashad,The Sun’s Tirade [Credits],BOOKMARKED
Isaiah Rashad,Weak Shit (Remix),BOOKMARKED
Isaiah Rashad,Khaki,BOOKMARKED
Isaiah Rashad,Brad Jordan,139
Isaiah Rashad,Soliloquy,76
J Dilla,Steppin’ It Up,BOOKMARKED
J Dilla,Where to Now,BOOKMARKED
Isaiah Rashad,Webbie Flow (U Like),77
Jay Rock,90059,BOOKMARKED
Isaiah Rashad,Happy Birthday,115
Isaiah Rashad,A Lot,148
Jay Rock,Cali’s Finest,BOOKMARKED
Jay Rock,You Owe Like Pookie,BOOKMARKED
J Dilla,The Official,97
Jay Rock,TNT (Remix),BOOKMARKED
Jay Rock,Checkmate,BOOKMARKED
Jay Rock,Highway To Hell,BOOKMARKED
Jay Rock,The Bloodiest,148
Jay Rock,Redemption,BOOKMARKED
Jay Rock,Don’t Play With Me,BOOKMARKED
Jay Rock,Diccs Head (KINGS DEAD PARODY),BOOKMARKED
Jay Rock,Don’t Get Chipped,BOOKMARKED
Jay Rock,112 Bars,BOOKMARKED
Jay Rock,90059 [Tracklist & Cover Art],BOOKMARKED
Jay Rock,The Ways,82
Jay Rock,Gumbo,101
Jay Rock,Do You Know,97
Jay Rock,Broke +-,140
Jay Rock,Sour Face,BOOKMARKED
Jay Rock,Can I Roll,94
Jay Rock,Still (August 13 2016),BOOKMARKED
Jay Rock,M.O.N.E.Y.,178
Jay Rock,Necessary,85
Jay Rock,Follow Me Home (Cali Soul),BOOKMARKED
Jay Rock,Layed Out,BOOKMARKED
Jay Rock,OSOM,125
Jay Rock,Never Be the Same,148
Jay Rock,The Other Side,92
Jay Rock,Go K.Dot (Freestyle),BOOKMARKED
Jay Rock,Kush (Freestyle),BOOKMARKED
Jay Rock,Momma We Made It,84
Jay Rock,Still In The Hood,BOOKMARKED
Jay Rock,Drop The Vibe Freestyle,BOOKMARKED
Jay Rock,Look Out The Window,BOOKMARKED
Jay Rock,Boomerang,76
Jay Rock,Hustle Man,BOOKMARKED
Jay Rock,Jay rock feat. kendrick lamar & major james,88
Jay Rock,Dollars Make Sense,BOOKMARKED
Jay Rock,Los Awesome,82
Jay Rock,Diary of a Broke Nigga,BOOKMARKED
Jay Rock,It Ain’t Hard 2 Tell,BOOKMARKED
Jay Rock,Target Practice,BOOKMARKED
Jay Rock,Shit Real,104
Jay Rock,Rep 2 Tha Fullest,147
Jay Rock,Topdawg Ent.,BOOKMARKED
Jay Rock,I Do This,BOOKMARKED
Jay Rock,Can’t Be Faded,BOOKMARKED
Jay Rock,Real Bloods,95
Jay Rock,Kill or Be Killed,110
Jay Rock,Hood Gone Love It,92
Jay Rock,Nothing Less,89
Jay Rock,Don’t Fuck With Me,178
Jay Rock,Groovin,BOOKMARKED
Jay Rock,Pay for It,190
Jay Rock,Just Like Me,82
Jay Rock,Roll Call,82
Jay Rock,I Ain’t No Joke,BOOKMARKED
Jay Rock,Intro (Wayne Co-Sign),BOOKMARKED
Jay Rock,Telegram (Going Krazy),88
Jay Rock,Gang Bang Anyway,BOOKMARKED
Joey Badass,ALL-AMERIKKKAN BADA$$ [Tracklist + Album Artwork],BOOKMARKED
Joey Badass,Maintain,BOOKMARKED
Joey Badass,Intro,BOOKMARKED
Jay Rock,Money Makin’ Moves,BOOKMARKED
Joey Badass,Curry Chicken,140
Joey Badass,Either Way,123
Joey Badass,Born Day (AquariUS),BOOKMARKED
Joey Badass,Summer Knights,93
Jay Rock,Can’t Tell Me Nothing,91
Joey Badass,Paper Trail$,93
Joey Badass,XXL Freshman Freestyle: Joey Bada$$,BOOKMARKED
Joey Badass,47 Goonz,BOOKMARKED
Joey Badass,Right on Time,BOOKMARKED
Joey Badass,My Yout,96
Joey Badass,SUPER PREDATOR,92
Joey Badass,Ready,95
Joey Badass,Amethyst Rockstar,BOOKMARKED
Joey Badass,Victory,97
Joey Badass,Alone,168
Joey Badass,FOR MY PEOPLE,BOOKMARKED
Joey Badass,Six Fingers of Death (Freestyle),BOOKMARKED
Joey Badass,Pennyroyal,93
Joey Badass,Wrecord Out,BOOKMARKED
Joey Badass,On My Life,BOOKMARKED
Joey Badass,95 Til Infinity,81
Joey Badass,500 Benz,88
Joey Badass,Hot Box,BOOKMARKED
Joey Badass,Start To Finish,BOOKMARKED
Joey Badass,Reign,BOOKMARKED
Joey Badass,ROCKABYE BABY,166
Joey Badass,Day In The Life,175
Joey Badass,Lil Arrogant,77
Joey Badass,Pull Up,133
Joey Badass,Greenbax (Introlude),86
Joey Badass,Hardknock,82
Joey Badass,LAND OF THE FREE,95
Joey Badass,Jerome,81
Joey Badass,Golden Era,190
Joey Badass,FromdaTomb$,92
Joey Badass,O.C.B.,149
Joey Badass,Riviera,131
Joey Badass,F a Rap Critic,BOOKMARKED
Joey Badass,Bird’s Eye View,169
Joey Badass,BABYLON,86
Joey Badass,Hilary $wank,94
Joey Badass,Underground Airplay,BOOKMARKED
Joey Badass,Lord Knows,141
Joey Badass,Waves,88
Joey Badass,Pull Up (Beastcoast Remix),BOOKMARKED
Joey Badass,DSL (Da Special List),BOOKMARKED
Joey Badass,Rosenberg Freestyles,BOOKMARKED
Joey Badass,Silent Knight,BOOKMARKED
Jay Electronica,Forever,BOOKMARKED
Joey Badass,Sweet Dreams,BOOKMARKED
Jay Electronica,Rock The Bells 2008 Freestyle,BOOKMARKED
Joey Badass,PantiE Raid,BOOKMARKED
Joey Badass,Black & White,90
Jay Electronica,Holiday,BOOKMARKED
Jay Electronica,Extra Extra,BOOKMARKED
Joey Badass,Alowha,BOOKMARKED
Jay Electronica,A Prayer for Michael Vick and T.I.,BOOKMARKED
Jay Electronica,Exhibit C (instrumental),82
Jay Electronica,Asian Girls Who Look Like Asian Girls,BOOKMARKED
Gucci Mane,Real Rich,BOOKMARKED
Jay Electronica,Eternal Sunshine (The Pledge),BOOKMARKED
Gucci Mane,My Skin My Logo,BOOKMARKED
Gucci Mane,Bussin Juugs,139
Jay Electronica,Live It,95
Gucci Mane,Slumber Party,138
Gucci Mane,Work,138
Gucci Mane,Tweets About The Rap Industry,BOOKMARKED
Gucci Mane,No Sleep (Intro),112
Gucci Mane,Fetish,123
Gucci Mane,50k,144
Gucci Mane,St. Brick Intro,150
Gucci Mane,Break Up,BOOKMARKED
Gucci Mane,Perfect Pint,180
Gucci Mane,Fell,140
Gucci Mane,15th And The 1st,140
Gucci Mane,Quarter Milli,130
Gucci Mane,Rooster in My Rari,BOOKMARKED
Gucci Mane,Get Money Nigga,72
Gucci Mane,Bad Girls,131
Gucci Mane,Shawt Bus Shawty,BOOKMARKED
Gucci Mane,Both,140
Gucci Mane,Kept Back,130
Gucci Mane,Even the Odds,BOOKMARKED
Gucci Mane,Point In My Life,128
Gucci Mane,Money Machine,132
Gucci Mane,Intro,BOOKMARKED
Gucci Mane,Changed My Phone,BOOKMARKED
Gucci Mane,IN O4',BOOKMARKED
Gucci Mane,Threesome,BOOKMARKED
Gucci Mane,Lemonade,140
Gucci Mane,Waybach,129
Gucci Mane,We Be Steady Mobbin’,156
Gucci Mane,Crew REMIX,130
Gucci Mane,Photoshoot,BOOKMARKED
Gucci Mane,Black Beatles,BOOKMARKED
Gucci Mane,Intro: Fuck 12,144
Gucci Mane,Guwop Home,144
Gucci Mane,I Think I Love Her,144
Gucci Mane,Addicted,134
Gucci Mane,Sip a Lil,143
Gucci Mane,Freaky Gurl,147
Gucci Mane,Enormous,143
Gucci Mane,Pull a Caper,60
Gucci Mane,Aggressive,143
Gucci Mane,My Kitchen,155
Gucci Mane,Gas and Mud,136
Gucci Mane,Pineapple,130
Gucci Mane,Please Shut Up,146
Gucci Mane,Mama,BOOKMARKED
Gucci Mane,Me,BOOKMARKED
Gucci Mane,Bob Marley,BOOKMARKED
Gucci Mane,We Ride,80
Gucci Mane,Pretty Girls,80
Gucci Mane,We Gon Ride,79
Gucci Mane,Bricks,130
Gucci Mane,Traphouse 3,BOOKMARKED
Gucci Mane,Headshots,BOOKMARKED
Gucci Mane,Party,142
Gucci Mane,Secure the Bag,140
Gucci Mane,That’s How I Feel,150
Gucci Mane,Jackie Chan,130
Gucci Mane,Bucket List,101
Gucci Mane,Need Some,148
Gucci Mane,Both (Remix),140
Gucci Mane,Servin,138
Isaiah Rashad,Nelly,122
Isaiah Rashad,Cilvia Album Art / Tracklist,BOOKMARKED
Gucci Mane,Chasin Paper,122
Gucci Mane,Dance With the Devil,174
Isaiah Rashad,S.B.B.B. (Goblin),BOOKMARKED
Isaiah Rashad,From The Garden*,BOOKMARKED
Isaiah Rashad,AA,96
Isaiah Rashad,Tity and Dolla,124
Isaiah Rashad,XXL Freshmen 2014 Cypher - Part 1,BOOKMARKED
Isaiah Rashad,Demo Outro,BOOKMARKED
Gucci Mane,Cyeah,146
Isaiah Rashad,Rocks,BOOKMARKED
Isaiah Rashad,My 40,BOOKMARKED
Isaiah Rashad,Jordan,139
Isaiah Rashad,​i mean,BOOKMARKED
Isaiah Rashad,R.I.P. Kevin Miller,136
Isaiah Rashad,Seasons (Demo),BOOKMARKED
Isaiah Rashad,Wat’s Wrong,126
Isaiah Rashad,Sounds from Friday Morning,BOOKMARKED
Isaiah Rashad,Part IV,BOOKMARKED
Isaiah Rashad,Cilvia Demo,83
Isaiah Rashad,Warm Winds,85
Isaiah Rashad,Tranquility,85
Isaiah Rashad,RapFix Freestyle,BOOKMARKED
Isaiah Rashad,Dressed Like Rappers,79
Isaiah Rashad,Sunday Service,120
Isaiah Rashad,Heavenly Father,81
Isaiah Rashad,Toca Tuesdays Freestyle,BOOKMARKED
Isaiah Rashad,Ronnie Drake,154
Isaiah Rashad,By George (Outro),126
Isaiah Rashad,Just A Dose,BOOKMARKED
Isaiah Rashad,“Shot You Down” - Single Cover Art,BOOKMARKED
Isaiah Rashad,Shot You Down (Remix),BOOKMARKED
Isaiah Rashad,Food for Thought,BOOKMARKED
Isaiah Rashad,Genius Freestyle 002,BOOKMARKED
Isaiah Rashad,Meal Ticket,BOOKMARKED
Isaiah Rashad,Stuck in the Mud,150
Isaiah Rashad,XXL Freshman Freestyle,BOOKMARKED
Isaiah Rashad,Mani Lux,BOOKMARKED
Isaiah Rashad,Virgo Season,BOOKMARKED
Isaiah Rashad,Hii (Fuck Love),BOOKMARKED
Isaiah Rashad,Gusto,BOOKMARKED
Isaiah Rashad,Find a Topic (Homies Begged),131
Isaiah Rashad,2x Pills,BOOKMARKED
Isaiah Rashad,The Race Freestyle,BOOKMARKED
Isaiah Rashad,The Sun’s Tirade [Tracklist + Album Art],BOOKMARKED
Isaiah Rashad,Weak Shit,BOOKMARKED
Isaiah Rashad,Where U At?,101
Isaiah Rashad,Sway in the Morning Freestyle,BOOKMARKED
Isaiah Rashad,Heavenly Father x TDE,BOOKMARKED
Isaiah Rashad,Part II,BOOKMARKED
Isaiah Rashad,Jumpin’,BOOKMARKED
Isaiah Rashad,Pat Down,BOOKMARKED
Isaiah Rashad,Punch Drunk (Love Love),BOOKMARKED
Isaiah Rashad,Shot U Down,BOOKMARKED
Isaiah Rashad,Unknown,BOOKMARKED
Isaiah Rashad,See,BOOKMARKED
Isaiah Rashad,The Spill (Grammy Family Freestyle),BOOKMARKED
Isaiah Rashad,SMOKE (JEDI THEORY MIX),BOOKMARKED
Isaiah Rashad,Die For it,BOOKMARKED
Isaiah Rashad,BDay,89
Isaiah Rashad,Monkey Bites BACK,BOOKMARKED
Isaiah Rashad,Caged Bird,100
Isaiah Rashad,Don’t Matter,148
Isaiah Rashad,Modest,130
Isaiah Rashad,Banana,130
Isaiah Rashad,Isaiah Rashad’s Tattoos,BOOKMARKED
Isaiah Rashad,Park,100
Isaiah Rashad,Sydney Jones,BOOKMARKED
Isaiah Rashad,Free Lunch,130
Isaiah Rashad,I Love Sade,BOOKMARKED
Isaiah Rashad,5 Questions for Isaiah Rashad,BOOKMARKED
Isaiah Rashad,Hurt Cobaine,BOOKMARKED
Isaiah Rashad,Wanna Ride,143
J Dilla,Champion Sound,183
Isaiah Rashad,GIL / Sounds from Friday Morning,BOOKMARKED
Isaiah Rashad,Trill Dreams,BOOKMARKED
Isaiah Rashad,Elevators,BOOKMARKED
J Dilla,Give It Time,BOOKMARKED
J Dilla,Kiss Me on My Neck,BOOKMARKED
J Dilla,Crushin’ (Yeeeeaah!),84
J Dilla,The Sickness,95
J Dilla,Sun In My Face,BOOKMARKED
J Dilla,Fuck the Police,131
J Dilla,Let’s Ride,BOOKMARKED
J Dilla,Much More,BOOKMARKED
J Dilla,Conant Gardens,BOOKMARKED
J Dilla,Two Can Win,185
J Dilla,Flowers,BOOKMARKED
J Dilla,Selfless-ish,BOOKMARKED
J Dilla,Against the World,BOOKMARKED
J Dilla,Stakes is High,95
J Dilla,Hall & Oates (Jimmy Fallon Freestyle),BOOKMARKED
J Dilla,Drop,BOOKMARKED
J Dilla,Beauty Jackson,BOOKMARKED
J Dilla,Colors of You,BOOKMARKED
J Dilla,Breathe & Stop,BOOKMARKED
J Dilla,Ason Jones,BOOKMARKED
J Dilla,Stressed Out,BOOKMARKED
J Dilla,All Good,BOOKMARKED
J Dilla,Life,85
J Dilla,Untitled/Fantastic,90
J Dilla,Move,95
J Dilla,If Tomorrow’s When I Leave,BOOKMARKED
J Dilla,You Can’t Hold the Torch,BOOKMARKED
J Dilla,Donuts (Outro),0
J Dilla,Get a Hold,BOOKMARKED
J Dilla,Voyage Immobile,BOOKMARKED
J Dilla,Xxxxx,BOOKMARKED
J Dilla,Gazzillion Ear,96
J Dilla,Cudi Get,BOOKMARKED
J Dilla,Fire in the Booth,BOOKMARKED
J Dilla,Of,BOOKMARKED
J Dilla,Name on a Cloud,BOOKMARKED
J Dilla,Bullshit,BOOKMARKED
J Dilla,Think Twice,99
J Dilla,Lightworks,BOOKMARKED
J Dilla,Da Booty,BOOKMARKED
J Dilla,Booty,96
J Dilla,Hold Tight,97
J Dilla,The Heist,90
J Dilla,Deceiving,BOOKMARKED
J Dilla,Stop!,86
J Dilla,Tell Me,90
J Dilla,Trashy,BOOKMARKED
J Dilla,Nutshell,BOOKMARKED
J Dilla,Word Play,BOOKMARKED
J Dilla,Vivrant Thing,BOOKMARKED
J Dilla,Blue Note NYC Freestyle,BOOKMARKED
J Dilla,Sniper Elite,91
J Dilla,One Little Indian,BOOKMARKED
J Dilla,Raise it Up,BOOKMARKED
J Dilla,Snakes,BOOKMARKED
J Dilla,Forth and Back,BOOKMARKED
J Dilla,My Life,BOOKMARKED
J Dilla,The Season,BOOKMARKED
J Dilla,1nce Again,BOOKMARKED
J Dilla,Virtues & Vices (Outro),BOOKMARKED
J Dilla,Timeless,174
Immortal Technique,Speak Your Mind,111
Immortal Technique,Future,171
Immortal Technique,Land of the Gun,103
J Dilla,Get Dis Money,96
Immortal Technique,Drugs Is Drugs,BOOKMARKED
Immortal Technique,Watch Out (Freestyle)(Third World Remix),BOOKMARKED
Immortal Technique,Caught in the Hustle,92
Immortal Technique,Natural Beauty,BOOKMARKED
Immortal Technique,Industrial Revolution (Instrumental),BOOKMARKED
Immortal Technique,No Mercy,81
Immortal Technique,Hysteria,BOOKMARKED
Immortal Technique,W.A.R.,175
Immortal Technique,Black Vikings,BOOKMARKED
Immortal Technique,Internally Bleeding,74
Immortal Technique,Grenades,BOOKMARKED
Immortal Technique,Angels of Death,92
Immortal Technique,Belignorant,BOOKMARKED
Immortal Technique,Peruvian Cocaine (Clean),BOOKMARKED
Immortal Technique,Adios Uncle Tom (Skit),BOOKMARKED
